ConfYear,ConfLocation,ConfDivision,ChoirTitle,ChoirType,CondFName1,CondMName1,CondLName1,CondFName2,CondMName2,CondLName2,School/Org,City1,State/Provience,Country,ChDivision,CondGender1,CondGender2,ChDistance,HBCU,GALA
2005,"Los Angeles, CA",W,Waukee High School A Cappella Choir,High School,Ryan,,Beeker,,,,Waukee High School,Waukee,IA,U.S.,NC,m,,1676,,
2005,"Los Angeles, CA",W,Idaho State University Chamber Choir,College,Mark,,Lawlor,,,,Idaho State University,Pocatello,ID,U.S.,NW,m,,851,,
2005,"Los Angeles, CA",W,Saint Mary's College Women's Choir,College,Nancy,,Menk,,,,Saint Mary's College,Notre Dame,IN,U.S.,C,f,,2094,,
2005,"Los Angeles, CA",W,University of Louisville Collegiate Chorale,College,Kent,,Hatteberg,,,,University of Louisville,Louisville,KY,U.S.,S,m,,2088,,
2005,"Los Angeles, CA",W,Louisiana State University A Cappella Choir,College,Kenneth,,Fulton,,,,Louisiana State University,Baton Rouge,LA,U.S.,S,m,,1818,,
2005,"Los Angeles, CA",W,Harvard Glee Club,College,Jameson,,Marvin,,,,Harvard University,Cambridge,MA,U.S.,E,m,,2989,,
2005,"Los Angeles, CA",W,Good Company,Community,James,,Hohmeyer,,,,Music Society at the Midland Center for the Arts,Midland,MI,U.S.,C,m,,2287,,
2005,"Los Angeles, CA",W,Haslett High School Men's Chorale,High School,Erich,,Wangeman,,,,Haslett High School,Haslett,MI,U.S.,C,m,,2228,,
2005,"Los Angeles, CA",W,Cathedral Choir of the Basilica of St. Mary,Church,Teri,,Larson,,,,Basilica of St. Mary,Minneapolis,MN,U.S.,NC,f,,1927,,
2005,"Los Angeles, CA",W,St. Olaf Choir,College,Anton,,Armstrong,,,,St. Olaf College,Northfield,MN,U.S.,NC,m,,1897,,
2005,"Los Angeles, CA",W,St. Louis Children's Choirs Concert Choir,Children/Elementary,Barbara,,Berner,,,,The St. Louis Children's Choirs,St. Louis,MO,U.S.,SW,f,,1826,,
2005,"Los Angeles, CA",W,Southwest Missouri State University Concert Chorale,College,Guy,,Webb,,,,Southwest Missouri State University,Springfield,MO,U.S.,SW,m,,1614,,
2005,"Los Angeles, CA",W,Octarium,Community,Krista,,Blackwood,,,,,Kansas City,MO,U.S.,SW,f,,1619,,
2005,"Los Angeles, CA",W,St. Teresa's Academy A Cappella Choir,High School,Jennifer,,Benjamin,,,,St. Teresa Academy,Kansas City,MO,U.S.,SW,f,,1619,,
2005,"Los Angeles, CA",W,Glendale High School Chamber Choir,High School,Kevin,,Hawkins,,,,Glendale High School,Springfield,MO,U.S.,SW,m,,1614,,
2005,"Los Angeles, CA",W,University of Southern Mississippi Southern Chorale,College,Gregory,,Fuller,,,,University of Southern Mississippi,Hattiesburg,MS,U.S.,S,m,,1982,,
2005,"Los Angeles, CA",W,Mississippi College Singers,College,James,,Meaders,,,,Mississippi College,Clinton,MS,U.S.,S,m,,1825,,
2005,"Los Angeles, CA",W,Appalachian State University Singers,College,Stephen,,Hopkins,,,,Appalachian State University,Boone,NC,U.S.,S,m,,2342,,
2005,"Los Angeles, CA",W,Vocal Arts Ensemble of Durham,Community,Rodney,,Wynkoop,,,,,Durham,NC,U.S.,S,m,,2519,,
2005,"Los Angeles, CA",W,Newark Boys Chorus,Children/Elementary,Donald,,Morris,,,,,Newark,NJ,U.S.,E,m,,2780,,
2005,"Los Angeles, CA",W,Cherry Hill High School West Singers,High School,Christine,,Bass,,,,Cherry Hill High School West,Marlton,NJ,U.S.,E,f,,2729,,
2005,"Los Angeles, CA",W,Clearview Vocale Ensemble,High School,Jack,,Hill,,,,Clearview Regional High School,Mullica Hill,NJ,U.S.,E,m,,2716,,
2005,"Los Angeles, CA",W,Green Valley High School Madrigal/Choir Singers,High School,Kim,,Drusedum,,,,Green Valley High School,Henderson,NV,U.S.,W,f,,274,,
2005,"Los Angeles, CA",W,Greece Arcadia High School Select Women's Choir,High School,Kristy,,Kosko,,,,Greece Arcadia High School,Rochester,NY,U.S.,E,f,,2602,,
2005,"Los Angeles, CA",W,Cincinnati Boychoir,Children/Elementary,Randall,,Wolfe,,,,,Cincinnati,OH,U.S.,C,m,,2184,,
2005,"Los Angeles, CA",W,Oklahoma Baptist University Children's Concert Choir,Children/Elementary,Darla,,Eshelman,,,,Oklahoma Baptist University,Shawnee,OK,U.S.,SW,f,,1366,,
2005,"Los Angeles, CA",W,Windsong Chamber Choir,Community,Kerry,,Barnett,,,,,Oklahoma City,OK,U.S.,SW,m,,1328,,
2005,"Los Angeles, CA",W,Amabile Young Men's Choir,International,Carol,,Benyon,,,,,London,Ontario,Canada,,f,,,,
2005,"Los Angeles, CA",W,Oakville Children's Choir Chamber Choir,International,Glenda,,Crawford,,,,,Oakville,Ontario,Canada,,f,,,,
2005,"Los Angeles, CA",W,Treasure Valley Children's Chorus Concert Choir,Children/Elementary,Linda,,Walker,,,,,Ontario,OR,U.S.,NW,f,,843,,
2005,"Los Angeles, CA",W,"Mt. Hood ""Genesis""",College,Dave,,Barduhn,,,,Mt. Hood Community College,Gresham,OR,U.S.,NW,m,,977,,
2005,"Los Angeles, CA",W,Grant High School Royal Blues,High School,Doree,,Jarboe,,,,Grant High School,Portland,OR,U.S.,NW,,,963,,
2005,"Los Angeles, CA",W,"Essence of Joy, Pennsylvania State University",College,Anthony,,Leach,,,,Pennsylvania State University,University Park,PA,U.S.,E,m,,2567,,
2005,"Los Angeles, CA",W,Central Columbia Middle School Select Chorus,Middle School,Eileen,,Hower,,,,Central Columbia Middle School,Bloomsburg,PA,U.S.,E,f,,2644,,
2005,"Los Angeles, CA",W,College of Charleston Concert Choir,College,Robert,,Taylor,,,,College of Charleston,Charleston,SC,U.S.,S,m,,2493,,
2005,"Los Angeles, CA",W,Dakota Men's Ensemble,Community,Brian,,Schmidt,,,,,Brookings,SD,U.S.,NC,m,,1717,,
2005,"Los Angeles, CA",W,"Company, Belmont University",College,James,,Kimmel,,,,Belmont University,Nashville,TN,U.S.,S,m,,2005,,
2005,"Los Angeles, CA",W,Texas Tech University Choir,College,John,,Dickson,,,,Texas Tech University,Lubbock,TX,U.S.,SW,m,,1107,,
2005,"Los Angeles, CA",W,University of North Texas A Cappella Choir,College,Jerry,,McCoy,,,,University of North Texas,Denton,TX,U.S.,SW,m,,1395,,
2005,"Los Angeles, CA",W,University of Texas Chamber Singers,College,James,,Morrow,,,,University of Texas at Austin,Austin,TX,U.S.,SW,m,,1379,,
2005,"Los Angeles, CA",W,Turtle Creek Chorale,Community,Timothy,,Seelig,,,,,Dallas,TX,U.S.,SW,m,,1433,,Y
2005,"Los Angeles, CA",W,Martin High School Chamber Singers,High School,Randy,,Jordan,,,,Martin High School,Arlington,TX,U.S.,SW,m,,1420,,
2005,"Los Angeles, CA",W,Clear Creek High School Symphonic Chorale,High School,Kyle,,Pullen,,,,Clear Creek High School,League City,TX,U.S.,SW,m,,1577,,
2005,"Los Angeles, CA",W,League City Intermediate Symphonic Teble Choir,Middle School,Connie,,Goodwin,,,,,League City,TX,U.S.,SW,f,,1577,,
2005,"Los Angeles, CA",W,Salt Lake Children's Choir,Children/Elementary,Ralph,,Woodward,,,,,Salt Lake City,UT,U.S.,W,m,,689,,
2005,"Los Angeles, CA",W,Mormon Tabernacle Choir,Church,Craig,,Jessop,,,,,Salt Lake City,UT,U.S.,W,m,,689,,
2005,"Los Angeles, CA",W,Brigham Young University Singers,College,Ronald,,Staheli,,,,Brigham Young University,Provo,UT,U.S.,W,m,,646,,
2005,"Los Angeles, CA",W,Woods Cross High School Madrigals,High School,Neil,,Hendrikson,,,,Woods Cross High School,Salt Lake City,UT,U.S.,W,m,,689,,
2005,"Los Angeles, CA",W,Greater Richmond Children's Choir-Pro Arte,Children/Elementary,Hope,,Erb,,,,Virginia Commonwealth University,Richmond,VA,U.S.,S,f,,2617,,
2005,"Los Angeles, CA",W,Seattle Children's Chorus Arioso,Children/Elementary,Kris,,Mason,,,,,Seattle,WA,U.S.,NW,,,1135,,
2005,"Los Angeles, CA",W,Western Washington University Concert Choir,College,Leslie,,Guelker-Cone,,,,Western Washington University,Bellingham,WA,U.S.,NW,f,,1225,,
2005,"Los Angeles, CA",W,Choir of the West,College,Kathryn,,Lehmann,,,,Pacific Lutheran University,Tacoma,WA,U.S.,NW,f,,1105,,
2005,"Los Angeles, CA",W,Gonzaga University Gregorian Schola,College,Edward,,Schaefer,,,,Gonzaga University,Spokane,WA,U.S.,NW,m,,1199,,
2005,"Los Angeles, CA",W,Casper Children's Choir,Children/Elementary,Marcia,,Patton,,,,,Casper,WY,U.S.,NW,f,,1071,,
2005,"Los Angeles, CA",W,Indiana University Singers,College,Michael,,Schwartzkopf,,,,,Bloomington,IN,U.S.,C,M,,2050,,
2005,"Los Angeles, CA",W,ACDA Junior High/Middle School Honor Choir,Honor,Janeal,,Krehbiel,,,,,,,U.S.,,F,,,,
2005,"Los Angeles, CA",W,ACDA Elementary Children's Honor Choir,Honor,Iris,,Lamanna,,,,,,,U.S.,,F,,,,
2005,"Los Angeles, CA",W,ACDA High School Honor Choir,Honor,Jeffery,,Redding,,,,,,,U.S.,,M,,,,
2005,"Los Angeles, CA",W,"Voci Nobili, Bergen University College",International,Maria,Gamborb,Helbekkmo,,,,Bergen University College,Bergen,,Norway,,f,,,,
2005,"Los Angeles, CA",W,St. Mary's International Varsity Ensemble,International,Randy,,Stenson,,,,,Tokyo,,Japan,,m,,,,
2005,"Los Angeles, CA",W,Indonesian Children-Youth Choir,International,Aida,,Swenson,,,,,Jakarta,,Indonesia,,,,,,
2005,"Los Angeles, CA",W,Akademiska Damkoren Lyran,International,Kari,,Turunen,,,,University of Helsinki,,,Finland,,f,,,,
2007,"Miami, FL",S,Crystal Concert Choir,Children/Elementary,Jenny,,Chiang,,,,Crystal Children's Choir,Cupertino,CA,U.S.,W,f,,3079,,
2007,"Miami, FL",S,Chapman University Choir,College,William,,Hall,,,,Chapman University,Orange,CA,U.S.,W,m,,2715,,
2007,"Miami, FL",S,San Marino Chamber Singers,High School,Howard,,Cheung,,,,San Marino High School,San Marino,CA,U.S.,W,m,,2728,,
2007,"Miami, FL",S,Hamilton High School Chamber Singers,High School,R.,,Hamilton,,,,Hamilton High School,Los Angeles,CA,U.S.,W,,,2733,,
2007,"Miami, FL",S,La Canada High School Chamber Singers,High School,Lori,,Rios,,,,La Canada High School,La Canada,CA,U.S.,W,f,,2736,,
2007,"Miami, FL",S,Philippine Chamber Singers - Los Angeles,Community,Gelo,,Francisco,,,,,Hollywood,CA,U.S.,W,,,,,
2007,"Miami, FL",S,Yale Schola Cantorum,College,Simon,,Carrington,,,,Yale University,New Haven,CT,U.S.,E,m,,1362,,
2007,"Miami, FL",S,King Philip Middle School Singers,Middle School,Marc,,Kaplan,,,,King Philip Middle School,West Hartford,CT,U.S.,E,m,,1402,,
2007,"Miami, FL",S,West Orange High School Concert Choir,High School,Jeffery,,Redding,,,,West Orange High School,Winter Garden,FL,U.S.,S,m,,240,,
2007,"Miami, FL",S,Miami Children's Chorus,Children/Elementary,Timothy,,Sharp,,,,Miami Children's Chorus,Coral Gables,FL,U.S.,S,m,,9,,
2007,"Miami, FL",S,Florida State University Singers,College,Kevin,,Fenton,,,,Florida State University,Tallahassee,FL,U.S.,S,m,,480,,
2007,"Miami, FL",S,Florida International University Latin Jazz Ensemble,College,Michael,,Orta,,,,Florida International University,Miami,FL,U.S.,S,m,,0,,
2007,"Miami, FL",S,University of Miami Frost Chorale,College,Jo-Michael,,Scheibe,,,,University of Miami Frost School of Music,Coral Gables,FL,U.S.,S,m,,9,,
2007,"Miami, FL",S,Bak Middle School of the Arts Chorale,Middle School,Connie,,Drosakis,,,,Bak Middle School of the Arts,West Palm Beach,FL,U.S.,S,f,,71,,
2007,"Miami, FL",S,Atlanta Symphony Orchestra Chorus,Community,Norman,,MacKenzie,,,,,Atlanta,GA,U.S.,S,m,,663,,
2007,"Miami, FL",S,University of Northern Iowa Chamber Singers,College,Brad,,Barrett,,,,University of Northern Iowa,Cedar Falls,IA,U.S.,NC,m,,1561,,
2007,"Miami, FL",S,Milikin University Choir,College,Brad,,Holmes,,,,Milikin University,Decatur,IL,U.S.,C,m,,1259,,
2007,"Miami, FL",S,Western Illinois University Singers,College,James,,Stegall,,,,Western Illinois University,Macomb,IL,U.S.,C,m,,1363,,
2007,"Miami, FL",S,Wheaton College Concert Choir,College,Paul,,Wiens,,,,Wheaton College,Wheaton,IL,U.S.,C,m,,1397,,
2007,"Miami, FL",S,Indianapolis Children's Choir Cantantes Angeli,Children/Elementary,Henry,,Leck,,,,Indianapolis Children's Choir,Indianapolis,IN,U.S.,C,m,,1194,,
2007,"Miami, FL",S,Armonia Early Music Ensemble,Community,Ryan,,Board,,,,,Kansas City,KS,U.S.,SW,m,,1464,,
2007,"Miami, FL",S,Drakensberg Boys' Choir,International,Pieter,,Engelbrecht,,,,,Winterton,Kwa Zulu,South Africa,,m,,,,
2007,"Miami, FL",S,Calvin College Alumni Choir,Church,Pearl,,Shangkuan,,,,Calvin College,Grand Rapids,MI,U.S.,C,f,,1503,,
2007,"Miami, FL",S,Michigan State University Chorale,College,David,,Rayl,,,,Michigan State University,East Lansing,MI,U.S.,C,m,,1433,,
2007,"Miami, FL",S,National Lutheran Choir,Community,David,,Cherwien,,,,,Minneapolis,MN,U.S.,NC,m,,1775,,
2007,"Miami, FL",S,Willard High School Chamber Choir,High School,Mark,,Lawley,,,,Willard High School,Willard,MO,U.S.,SW,m,,1297,,
2007,"Miami, FL",S,University of Mississippi Concert Singers,College,Donald,,Trott,,,,University of Mississippi,Oxford,MS,U.S.,S,m,,949,,
2007,"Miami, FL",S,East Carolina University Chamber Singers,College,Daniel,,Bara,,,,East Carolina University,Greenville,NC,U.S.,S,m,,848,,
2007,"Miami, FL",S,Centennial High School Chamber Singers,High School,Alan,,Zabriskie,,,,Centennial High School,Las Vegas,NV,U.S.,W,m,,2530,,
2007,"Miami, FL",S,Columbus Children's Choir New World Singers,Children/Elementary,Sandra,,Mathias,,,,Columbus Children's Choir,Columbus,OH,U.S.,C,f,,1153,,
2007,"Miami, FL",S,Norman North High School Chorale,High School,Tony,,Gonzalez,,,,Norman North High School,Norman,OK,U.S.,SW,m,,1476,,
2007,"Miami, FL",S,Toronto Children's Chorus,International,Jean,,Bartle,,,,Toronto Children's Chorus,Toronto,Ontario,Canada,,f,,,,
2007,"Miami, FL",S,Elmer Iseler Singers,International,Lydia,,Adams,,,,,Toronto,Ontario,Canada,,f,,,,
2007,"Miami, FL",S,Sprague High School Concert Choir,High School,Russell,,Christensen,,,,Sprague High School,Salem,OR,U.S.,NW,m,,3304,,
2007,"Miami, FL",S,Nittany Valley Children's Choir Concordia Singers,Children/Elementary,Lou Ann,,Shafer,,,,Nittany Valley Children's Choir,State College,PA,U.S.,E,f,,1254,,
2007,"Miami, FL",S,East Tennessee State University Men's Ensemble,College,Thomas,,Jenrette,,,,East Tennessee State University,Johnson City,TN,U.S.,S,m,,845,,
2007,"Miami, FL",S,Memphis High School Concert Singers,High School,Gaylon,,Robinson,,,,Memphis Central High School,Memphis,TN,U.S.,S,f,,1002,,
2007,"Miami, FL",S,Seymour Junior High School Eagle Ensemble,Middle School,Lisa,,Bitzas,,,,Seymour Junior High School,Seymour,TN,U.S.,S,f,,853,,
2007,"Miami, FL",S,Amarillo boy Concert Choir,Children/Elementary,Jerry,,Perales,,,,Amarillo Youth Choirs,Amarillo,TX,U.S.,SW,m,,1675,,
2007,"Miami, FL",S,Palmer Memorial Episcopal Church,Church,Courtney,,Daniell-Knapp,,,,Palmer Memorial Episcopal Church,Houston,TX,U.S.,SW,f,,1189,,
2007,"Miami, FL",S,Sam Houston State University Chorale,College,Allen,,Hightower,,,,Sam Houston State University,Huntsville,TX,U.S.,SW,m,,1218,,
2007,"Miami, FL",S,Univesity of Houston Moores School Concert Chorale,College,Betsy,,Weber,,,,University of Houston Moores School,Houston,TX,U.S.,SW,f,,1189,,
2007,"Miami, FL",S,Parker Elementary School Chorus,Children/Elementary,Marianna,,Parnas-Simpson,,,,Parker Elementary School,Houston,TX,U.S.,SW,f,,1189,,
2007,"Miami, FL",S,Plano Senior High School Varsity Women's Choir,High School,Derrick,,Brookins,,,,Plano Senior High School,Plano,TX,U.S.,SW,m,,1316,,
2007,"Miami, FL",S,North Crowley High School Women's Chamber Choir,High School,Robyn,,Hollimon,,,,North Crowley High School,Fort Worth,TX,U.S.,SW,f,,1340,,
2007,"Miami, FL",S,Arlington High School Colt Chorale,High School,Dinah,,Menger,,,,Arlington High School,Arlington,TX,U.S.,SW,f,,1328,,
2007,"Miami, FL",S,Celebration Vocal Jazz Ensemble,College,Thomas,,Almli,,,,Bellevue Community College,Bellevue,WA,U.S.,NW,m,,3294,,
2007,"Miami, FL",S,Groove for Thought,Community,Jeff,,Horenstein,,,,,Renton,WA,U.S.,NW,m,,3298,,
2007,"Miami, FL",S,"Swingle Singers, the",International,Tom,,Bullard,,,,Primarily A Cappella c/o Laura,London,,England,,m,,,,
2007,"Miami, FL",S,ACDA Treble Youth Honor Choir,Honor,Jean,,Bartle,,,,,,,U.S.,,f,,,,
2007,"Miami, FL",S,ACDA Multicultural Honor Choir,Honor,Rollo,,Dilworth,,,,,,,U.S.,,m,,,,
2007,"Miami, FL",S,ACDA Two-Year College Honor Choir,Honor,Bruce,,Rogers,,,,,,,U.S.,,m,,,,
2007,"Miami, FL",S,Voces Nordicae,International,Lone,,Larsen,,,,,Stockholm,,Sweden,,,,,,
2007,"Miami, FL",S,Indonesian Children-Youth Choir,International,Aida,,Swenson,,,,,Jakarta Selata,,Indonesia,,f,,,,
2009,"Oklahoma City, OK",SW,Lafayette-Orinda Presbyterian Church Chamber Singers,Church,Julie,,Ford,,,,Lafayette-Orinda Presbyterian Church,Lafayette,CA,U.S.,W,f,,1611,,
2009,"Oklahoma City, OK",SW,St. Charles Borromeo Choir,Church,Paul,,Salamunovich,,,,St. Charles Borromeo Church,Los Angles,CA,U.S.,W,m,,1327,,
2009,"Oklahoma City, OK",SW,Hamilton High School Chamber Singers,High School,R.,,Hamilton,,,,Hamilton High School,Los Angeles,CA,U.S.,W,m,,1327,,
2009,"Oklahoma City, OK",SW,Luther College Nordic Choir,College,Craig,,Arnold,,,,Luther College,Decorah,IA,U.S.,NC,m,,754,,
2009,"Oklahoma City, OK",SW,Iowa State Singers,College,James,,Rodde,,,,Iowa State University,Ames,IA,U.S.,NC,m,,579,,
2009,"Oklahoma City, OK",SW,One Voice,Community,Stephen,,Widenhofer,,,,,Marion,IL,U.S.,C,m,,595,,
2009,"Oklahoma City, OK",SW,Lawrence Children's Choir,Children/Elementary,Janeal,,Krehbiel,,,,,Lawrence,KS,U.S.,SW,f,,316,,
2009,"Oklahoma City, OK",SW,University of Louisville Cardinal Singers,College,Kent,,Hatteberg,,,,University of Louisville,Louisville,KY,U.S.,S,m,,760,,
2009,"Oklahoma City, OK",SW,University of Louisville Collegiate Chorale,College,Kent,,Hatteberg,,,,University of Louisville,Louisville,KY,U.S.,S,m,,760,,
2009,"Oklahoma City, OK",SW,Michigan State University Women's Chamber Ensemble,College,Sandra,,Snow,,,,Michigan State University,East Lansing,MI,U.S.,C,f,,987,,
2009,"Oklahoma City, OK",SW,Unity Singers,Church,Ruth,,Palmer,,,,,Minneapolis,MN,U.S.,NC,f,,789,,
2009,"Oklahoma City, OK",SW,Phil Mattson Singers,College,Phil,,Mattson,,,,,Minneapolis,MN,U.S.,NC,m,,788,,
2009,"Oklahoma City, OK",SW,Heartland Men's Chorus,Community,Joseph,,Nadeau,,,,,Kansas City,MO,U.S.,SW,m,,353,,Y
2009,"Oklahoma City, OK",SW,University of Nebraska Varsity Men's Chorus,College,Tom,,Carter,,,,University of Nebraska,Lincoln,NE,U.S.,NC,m,,436,,
2009,"Oklahoma City, OK",SW,American Boychoir,Children/Elementary,Fernando,,Malvar-Ruiz,,,,,Princeton,NJ,U.S.,E,m,,1414,,
2009,"Oklahoma City, OK",SW,Eastern New Mexico State University Chamber Choir,College,Jason,,Paulk,,,,Eastern New Mexico State University,Portales,NM,U.S.,SW,m,,378,,
2009,"Oklahoma City, OK",SW,Green Valley High School Chamber Singers,High School,Kimberly,Barclay,Drusedum,,,,Green Valley High School,Green Valley,NV,U.S.,W,f,,983,,
2009,"Oklahoma City, OK",SW,Cornell University Glee Club,College,Scott,,Tucker,,,,Cornell University,Ithaca,NY,U.S.,E,m,,1379,,
2009,"Oklahoma City, OK",SW,Oklahoma State University Concert Chorale,College,Natasa,,Kaurin-Karaca,,,,Oklahoma State University,Oklahoma City,OK,U.S.,SW,f,,0,,
2009,"Oklahoma City, OK",SW,Oklahoma State University Singers,College,Mark,,Lawlor,,,,Oklahoma State University,Oklahoma City,OK,U.S.,SW,m,,0,,
2009,"Oklahoma City, OK",SW,University of Oklahoma Choir,College,Mark,,Lucas,,,,University of Oklahoma,Norman,OK,U.S.,SW,m,,21,,
2009,"Oklahoma City, OK",SW,University of Oklahoma Trombone Choir,College,Irv,,Wagner,,,,University of Oklahoma,Norman,OK,U.S.,SW,m,,21,,
2009,"Oklahoma City, OK",SW,Oklahoma City University Singers,College,Judith,,Willoughby,,,,Oklahoma City University,Oklahoma City,OK,U.S.,SW,f,,0,,
2009,"Oklahoma City, OK",SW,Oklahoma City Philharmonic,Community,Joel,,Levine,,,,,Oklahoma City,OK,U.S.,SW,m,,0,,
2009,"Oklahoma City, OK",SW,Canterbury Choral Society,Community,Randi,,Von Ellefson,,,,,Oklahoma City,OK,U.S.,SW,f,,0,,
2009,"Oklahoma City, OK",SW,Canterbury Youth Chorus,Community,Judith,,Willoughby,,,,,Oklahoma City,OK,U.S.,SW,f,,0,,
2009,"Oklahoma City, OK",SW,Norman North High School Chorale,High School,Tony,,Gonzalez,,,,Norman North High School,Norman,OK,U.S.,SW,m,,21,,
2009,"Oklahoma City, OK",SW,Edmond Memorial High Advanced Women's Chorus,High School,Rebekah,,Martin,,,,Edmond Memorial High School,Edmond,OK,U.S.,SW,f,,14,,
2009,"Oklahoma City, OK",SW,Pacific Youth Choir - Coro Pacifica,High School,Mia,,Hall Savage,,,,,Portland,OR,U.S.,NW,f,,1924,,
2009,"Oklahoma City, OK",SW,Taylor Festival Choir,Community,Robert,,Taylor,,,,,Charleston,SC,U.S.,S,m,,1165,,
2009,"Oklahoma City, OK",SW,Children's Chorus of Greater Dallas,Children/Elementary,Cynthia,,Nott,,,,,Dallas,TX,U.S.,SW,f,,208,,
2009,"Oklahoma City, OK",SW,University of Texas Chamber Singers,College,James,,Morrow,,,,University of Texas,Austin,TX,U.S.,SW,m,,388,,
2009,"Oklahoma City, OK",SW,Vocal Majority,Community,Jim,,Clancy,,,,,Dallas,TX,U.S.,SW,m,,208,,
2009,"Oklahoma City, OK",SW,Conspirare,Community,Craig,Hella,Johnson,,,,,Austin,TX,U.S.,SW,m,,388,,
2009,"Oklahoma City, OK",SW,Clear Creek High School Symphonic Chorale,High School,Kyle,,Pullen,,,,Clear Creek High School,Clear Creek,TX,U.S.,SW,m,,472,,
2009,"Oklahoma City, OK",SW,Tascosa High School Women's Choir,High School,Bill,,Talley,,,,Tascosa High School,Tascosa,TX,U.S.,SW,m,,260,,
2009,"Oklahoma City, OK",SW,Mirinesse Women's Choir,Community,Rebecca,,Rottsolk,,,,,Seattle,WA,U.S.,W,f,,2037,,
2009,"Oklahoma City, OK",SW,Lawrence University Concert Choir,College,Richard,,Bjella,,,,,Appleton,WI,U.S.,NC,m,,946,,
2009,"Oklahoma City, OK",SW,Voces8,International,Barnaby,,Smith,,,,,Berkshire,,England,,m,,,,
2009,"Oklahoma City, OK",SW,St. Mary's Varsity Ensemble,International,Randy,,Stenson,,,,St. Mary's High School,Tokyo,,Japan,,m,,,,
2009,"Oklahoma City, OK",SW,ACDA High School Honor Choir I,Honor,Christine,,Bass,,,,,,,U.S.,,f,,,,
2009,"Oklahoma City, OK",SW,ACDA Junior High/Middle School Honor Choir,Honor,Judy,,Bowers,,,,,,,U.S.,,f,,,,
2009,"Oklahoma City, OK",SW,ACDA College & University Honor Chamber Choir,Honor,Gary,,Graden,,,,,,,U.S.,,m,,,,
2009,"Oklahoma City, OK",SW,ACDA High School Honor Choir II,Honor,Tim,,Sharp,,,,,,,U.S.,,m,,,,
2009,"Oklahoma City, OK",SW,Cantoria Alberto Grau,International,Maria,,Guinand,,,,,,,Venezuela,,f,,,,
2009,"Oklahoma City, OK",SW,Chor Leoni,International,Diane,,Loomer,,,,,,,Canada,,f,,,,
2009,"Oklahoma City, OK",SW,Alamire,International,David,,Skinner,,,,,,,England,,m,,,,
2009,"Oklahoma City, OK",SW,Incheon City Chorale,International,Hak,,Yoon,,,,,,,South Korea,,,,,,
2011,"Chicago, IL",MW,Sursum Corda,Community,Lester,,Seigel,,,,,Birmingham,AL,U.S.,S,m,,663,,
2011,"Chicago, IL",MW,Riverside City College Chamber Singers,College,John,,Byun,,,,Riverside City College,Riverside,CA,U.S.,W,m,,1984,,
2011,"Chicago, IL",MW,California State University at Long Beach Pacific Standard Time,College,Christine,Helferich,Guter,,,,Cal State Long Beach,Long Beach,CA,U.S.,W,f,,2027,,
2011,"Chicago, IL",MW,American River College Vocal Jazz Ensemble,College,Arthur,,Lapierre,,,,American River College,Sacramento,CA,U.S.,W,m,,2046,,
2011,"Chicago, IL",MW,Chanticleer,Community,Matthew,,Oltman,,,,,San Fransico,CA,U.S.,W,m,,2132,,
2011,"Chicago, IL",MW,Vox Musica,Community,Daniel,,Paulson,,,,,Sacramento,CA,U.S.,W,m,,2046,,
2011,"Chicago, IL",MW,Murrieta Valley High School Chamber Singers,High School,Jaclyn,,Johnson,,,,Murrieta Valley High School,Murrieta,CA,U.S.,W,f,,2016,,
2011,"Chicago, IL",MW,Fountain Valley High School Troubadours,High School,Kevin,,Tison,,,,Fountain Valley High School,Fountain Valley,CA,U.S.,W,m,,2022,,
2011,"Chicago, IL",MW,Kantorei,Community,Richard,A.,Larson,,,,,Denver,CO,U.S.,SW,m,,1005,,
2011,"Chicago, IL",MW,Douglas Anderson School of the Arts Chorale Women,High School,Jeffrey,,Clayton,,,,Douglas Anderson School of the Arts,Jacksonville,FL,U.S.,S,M,,1063,,
2011,"Chicago, IL",MW,Bak Middle School of the Arts Girls Chorus,Middle School,Connie,,Drosakis,Ken,,Taylor,Bak Middle School of the Arts,West Palm Beach,FL,U.S.,S,F,M,1315,,
2011,"Chicago, IL",MW,Emory University Concert Choir,College,Eric,,Nelson,,,,Emory University,Atlanta,GA,U.S.,S,M,,718,,
2011,"Chicago, IL",MW,Luther College Norsemen,College,Timothy,,Peter,,,,Luther College,Decorah,IA,U.S.,NC,M,,277,,
2011,"Chicago, IL",MW,Washington High School A Slice of Jazz,High School,Matthew,,Armstrong,Shelly,,Armstrong,Washington High School,Washington,IA,U.S.,NC,M,F,249,,
2011,"Chicago, IL",MW,Chicago College of Performing Arts at Roosevelt University Chamber Chorus,College,Cheryl,Frazes,Hill,,,,Roosevelt University,Chicago,IL,U.S.,C,f,,0,,
2011,"Chicago, IL",MW,Millikin University Choir,College,Brad,,Holmes,,,,Millikin University,Decatur,IL,U.S.,C,m,,185,,
2011,"Chicago, IL",MW,Anima - Young Singers of Greater Chicago,Community,Emily,,Ellsworth,,,,,Chicago,IL,U.S.,C,f,,0,,
2011,"Chicago, IL",MW,Chicago Symphony Orchestra and Symphony Chorus,Community,Helmuth,,Rilling,,,,,Chicago,IL,U.S.,C,m,,0,,
2011,"Chicago, IL",MW,Counterpoints,High School,Patricia,A.,Wiehe,,,,North Central High School,Indianapolis,IN,U.S.,C,f,,183,,
